indicator,country_code,country,year,value_f,note_f,value_m,note_m
Diseases of the blood and blood-forming organs,NOR,Norway,2002,77,,46,
Diseases of the blood and blood-forming organs,NOR,Norway,2003,69,,45,
Diseases of the blood and blood-forming organs,NOR,Norway,2004,74,,49,
Diseases of the blood and blood-forming organs,NOR,Norway,2005,59,,51,
Diseases of the blood and blood-forming organs,NOR,Norway,2006,77,,63,
Diseases of the blood and blood-forming organs,NOR,Norway,2007,60,,59,
Diseases of the blood and blood-forming organs,NOR,Norway,2008,71,,43,
Diseases of the blood and blood-forming organs,NOR,Norway,2009,67,,62,
Diseases of the blood and blood-forming organs,NOR,Norway,2010,84,,64,
Diseases of the blood and blood-forming organs,NOR,Norway,2011,83,,59,
Diseases of the blood and blood-forming organs,NOR,Norway,2012,71,,60,
Diseases of the blood and blood-forming organs,NOR,Norway,2013,76,,63,
Diseases of the blood and blood-forming organs,NOR,Norway,2014,82,,72,
Diseases of the blood and blood-forming organs,NOR,Norway,2015,87,,46,
Diseases of the blood and blood-forming organs,NOR,Norway,2016,73,,66,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2000,461,,386,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2001,523,,419,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2002,504,,408,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2003,515,,418,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2004,462,,367,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2005,633,,493,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2006,643,,498,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2007,652,,494,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2008,575,,430,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2009,589,,422,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2010,546,,462,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2011,575,,442,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2012,592,,499,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2013,529,,453,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2014,520,,425,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2015,510,,460,
"Endocrine, nutritional and metabolic diseases",NOR,Norway,2016,533,,472,
Diabetes mellitus,NOR,Norway,2000,339,,316,
Diabetes mellitus,NOR,Norway,2001,392,,325,
Diabetes mellitus,NOR,Norway,2002,352,,328,
Diabetes mellitus,NOR,Norway,2003,380,,319,
Diabetes mellitus,NOR,Norway,2004,328,,293,
Diabetes mellitus,NOR,Norway,2005,412,,383,
Diabetes mellitus,NOR,Norway,2006,428,,396,
Diabetes mellitus,NOR,Norway,2007,436,,387,
Diabetes mellitus,NOR,Norway,2008,377,,336,
Diabetes mellitus,NOR,Norway,2009,382,,318,
Diabetes mellitus,NOR,Norway,2010,350,,352,
Diabetes mellitus,NOR,Norway,2011,373,,338,
Diabetes mellitus,NOR,Norway,2012,368,,365,
Diabetes mellitus,NOR,Norway,2013,329,,327,
Diabetes mellitus,NOR,Norway,2014,307,,307,
Diabetes mellitus,NOR,Norway,2015,285,,319,
Diabetes mellitus,NOR,Norway,2016,305,,328,
Mental and behavioural disorders,NOR,Norway,2000,613,,662,
Mental and behavioural disorders,NOR,Norway,2001,658,,682,
Mental and behavioural disorders,NOR,Norway,2002,721,,589,
Mental and behavioural disorders,NOR,Norway,2003,793,,469,
Mental and behavioural disorders,NOR,Norway,2004,820,,468,
Mental and behavioural disorders,NOR,Norway,2005,989,,570,
Mental and behavioural disorders,NOR,Norway,2006,1041,,565,
Mental and behavioural disorders,NOR,Norway,2007,1037,,622,
Mental and behavioural disorders,NOR,Norway,2008,1164,,585,
Mental and behavioural disorders,NOR,Norway,2009,1203,,631,
Mental and behavioural disorders,NOR,Norway,2010,1283,,733,
Mental and behavioural disorders,NOR,Norway,2011,1302,,743,
Mental and behavioural disorders,NOR,Norway,2012,1486,,767,
Mental and behavioural disorders,NOR,Norway,2013,1466,,738,
Mental and behavioural disorders,NOR,Norway,2014,1570,,847,
Mental and behavioural disorders,NOR,Norway,2015,1803,,827,
Mental and behavioural disorders,NOR,Norway,2016,1827,,955,
Diseases of the nervous system,NOR,Norway,2000,549,,455,
Diseases of the nervous system,NOR,Norway,2001,620,,539,
Diseases of the nervous system,NOR,Norway,2002,616,,510,
Diseases of the nervous system,NOR,Norway,2003,696,,562,
Diseases of the nervous system,NOR,Norway,2004,739,,609,
Diseases of the nervous system,NOR,Norway,2005,757,,542,
Diseases of the nervous system,NOR,Norway,2006,785,,590,
Diseases of the nervous system,NOR,Norway,2007,772,,615,
Diseases of the nervous system,NOR,Norway,2008,864,,645,
Diseases of the nervous system,NOR,Norway,2009,907,,654,
Diseases of the nervous system,NOR,Norway,2010,940,,708,
Diseases of the nervous system,NOR,Norway,2011,965,,684,
Diseases of the nervous system,NOR,Norway,2012,1014,,743,
Diseases of the nervous system,NOR,Norway,2013,971,,760,
Diseases of the nervous system,NOR,Norway,2014,1095,,841,
Diseases of the nervous system,NOR,Norway,2015,1082,,823,
Diseases of the nervous system,NOR,Norway,2016,1121,,929,
Diseases of the circulatory system,NOR,Norway,2000,9532,,8659,
Diseases of the circulatory system,NOR,Norway,2001,9329,,8539,
Diseases of the circulatory system,NOR,Norway,2002,9321,,8321,
Diseases of the circulatory system,NOR,Norway,2003,8955,,7668,
Diseases of the circulatory system,NOR,Norway,2004,8569,,7293,
Diseases of the circulatory system,NOR,Norway,2005,7651,,6886,
Diseases of the circulatory system,NOR,Norway,2006,8059,,6595,
Diseases of the circulatory system,NOR,Norway,2007,7868,,6742,
Diseases of the circulatory system,NOR,Norway,2008,7534,,6601,
Diseases of the circulatory system,NOR,Norway,2009,7286,,6203,
Diseases of the circulatory system,NOR,Norway,2010,7023,,6105,
Diseases of the circulatory system,NOR,Norway,2011,6957,,6005,
Diseases of the circulatory system,NOR,Norway,2012,7035,,5975,
Diseases of the circulatory system,NOR,Norway,2013,6455,,5630,
Diseases of the circulatory system,NOR,Norway,2014,6239,,5477,
Diseases of the circulatory system,NOR,Norway,2015,6177,,5436,
Diseases of the circulatory system,NOR,Norway,2016,5800,,5136,
Ischaemic heart diseases,NOR,Norway,2000,3784,,4398,
Ischaemic heart diseases,NOR,Norway,2001,3609,,4332,
Ischaemic heart diseases,NOR,Norway,2002,3624,,4197,
Ischaemic heart diseases,NOR,Norway,2003,3450,,3842,
Ischaemic heart diseases,NOR,Norway,2004,3212,,3557,
Ischaemic heart diseases,NOR,Norway,2005,2769,,3302,
Ischaemic heart diseases,NOR,Norway,2006,2840,,3017,
Ischaemic heart diseases,NOR,Norway,2007,2772,,3070,
Ischaemic heart diseases,NOR,Norway,2008,2632,,3004,
Ischaemic heart diseases,NOR,Norway,2009,2535,,2843,
Ischaemic heart diseases,NOR,Norway,2010,2424,,2782,
Ischaemic heart diseases,NOR,Norway,2011,2332,,2635,
Ischaemic heart diseases,NOR,Norway,2012,2325,,2527,
Ischaemic heart diseases,NOR,Norway,2013,2005,,2384,
Ischaemic heart diseases,NOR,Norway,2014,1872,,2220,
Ischaemic heart diseases,NOR,Norway,2015,1913,,2301,
Ischaemic heart diseases,NOR,Norway,2016,1671,,2164,
Acute myocardial infarction,NOR,Norway,2000,2411,,2807,
Acute myocardial infarction,NOR,Norway,2001,2312,,2854,
Acute myocardial infarction,NOR,Norway,2002,2392,,2822,
Acute myocardial infarction,NOR,Norway,2003,2227,,2537,
Acute myocardial infarction,NOR,Norway,2004,2132,,2375,
Acute myocardial infarction,NOR,Norway,2005,1790,,2144,
Acute myocardial infarction,NOR,Norway,2006,1789,,1939,
Acute myocardial infarction,NOR,Norway,2007,1814,,1961,
Acute myocardial infarction,NOR,Norway,2008,1736,,1971,
Acute myocardial infarction,NOR,Norway,2009,1600,,1780,
Acute myocardial infarction,NOR,Norway,2010,1540,,1800,
Acute myocardial infarction,NOR,Norway,2011,1571,,1639,
Acute myocardial infarction,NOR,Norway,2012,1489,,1602,
Acute myocardial infarction,NOR,Norway,2013,1263,,1477,
Acute myocardial infarction,NOR,Norway,2014,1156,,1378,
Acute myocardial infarction,NOR,Norway,2015,1152,,1315,
Acute myocardial infarction,NOR,Norway,2016,1045,,1261,
Cerebrovascular diseases,NOR,Norway,2000,2630,,1851,
Cerebrovascular diseases,NOR,Norway,2001,2500,,1762,
Cerebrovascular diseases,NOR,Norway,2002,2575,,1721,
Cerebrovascular diseases,NOR,Norway,2003,2468,,1553,
Cerebrovascular diseases,NOR,Norway,2004,2287,,1541,
Cerebrovascular diseases,NOR,Norway,2005,2181,,1507,
Cerebrovascular diseases,NOR,Norway,2006,2192,,1391,
Cerebrovascular diseases,NOR,Norway,2007,2069,,1361,
Cerebrovascular diseases,NOR,Norway,2008,2132,,1438,
Cerebrovascular diseases,NOR,Norway,2009,1954,,1376,
Cerebrovascular diseases,NOR,Norway,2010,1900,,1280,
Cerebrovascular diseases,NOR,Norway,2011,1871,,1343,
Cerebrovascular diseases,NOR,Norway,2012,1865,,1251,
Cerebrovascular diseases,NOR,Norway,2013,1621,,1133,
Cerebrovascular diseases,NOR,Norway,2014,1591,,1114,
Cerebrovascular diseases,NOR,Norway,2015,1513,,1110,
Cerebrovascular diseases,NOR,Norway,2016,1406,,1000,
Diseases of the respiratory system,NOR,Norway,2000,2332,,2052,
Diseases of the respiratory system,NOR,Norway,2001,2243,,2089,
Diseases of the respiratory system,NOR,Norway,2002,2516,,2153,
Diseases of the respiratory system,NOR,Norway,2003,2036,,1905,
Diseases of the respiratory system,NOR,Norway,2004,1783,,1711,
Diseases of the respiratory system,NOR,Norway,2005,2054,,2027,
Diseases of the respiratory system,NOR,Norway,2006,2024,,1938,
Diseases of the respiratory system,NOR,Norway,2007,2178,,2064,
Diseases of the respiratory system,NOR,Norway,2008,2038,,2080,
Diseases of the respiratory system,NOR,Norway,2009,2137,,1985,
Diseases of the respiratory system,NOR,Norway,2010,2002,,1879,
Diseases of the respiratory system,NOR,Norway,2011,2065,,1961,
Diseases of the respiratory system,NOR,Norway,2012,2235,,2032,
Diseases of the respiratory system,NOR,Norway,2013,2106,,1918,
Diseases of the respiratory system,NOR,Norway,2014,1885,,1865,
Diseases of the respiratory system,NOR,Norway,2015,2155,,2069,
Diseases of the respiratory system,NOR,Norway,2016,2269,,2073,
Influenza,NOR,Norway,2000,146,,88,
Influenza,NOR,Norway,2001,18,,4,
Influenza,NOR,Norway,2002,25,,10,
Influenza,NOR,Norway,2003,28,,22,
Influenza,NOR,Norway,2004,12,,9,
Influenza,NOR,Norway,2005,29,,21,
Influenza,NOR,Norway,2006,11,,7,
Influenza,NOR,Norway,2007,27,,14,
Influenza,NOR,Norway,2008,10,,5,
Influenza,NOR,Norway,2009,8,,12,
Influenza,NOR,Norway,2010,4,,3,
Influenza,NOR,Norway,2011,15,,14,
Influenza,NOR,Norway,2012,51,,31,
Influenza,NOR,Norway,2013,44,,33,
Influenza,NOR,Norway,2014,21,,19,
Influenza,NOR,Norway,2015,66,,58,
Influenza,NOR,Norway,2016,43,,24,
Chronic obstructive Pulmonary diseases,NOR,Norway,2000,665,,840,
Chronic obstructive Pulmonary diseases,NOR,Norway,2001,642,,832,
Chronic obstructive Pulmonary diseases,NOR,Norway,2002,701,,887,
Chronic obstructive Pulmonary diseases,NOR,Norway,2003,731,,872,
Chronic obstructive Pulmonary diseases,NOR,Norway,2004,726,,852,
Chronic obstructive Pulmonary diseases,NOR,Norway,2005,723,,946,
Chronic obstructive Pulmonary diseases,NOR,Norway,2006,838,,928,
Chronic obstructive Pulmonary diseases,NOR,Norway,2007,902,,991,
Chronic obstructive Pulmonary diseases,NOR,Norway,2008,902,,1083,
Chronic obstructive Pulmonary diseases,NOR,Norway,2009,892,,1007,
Chronic obstructive Pulmonary diseases,NOR,Norway,2010,905,,1016,
Chronic obstructive Pulmonary diseases,NOR,Norway,2011,945,,1002,
Chronic obstructive Pulmonary diseases,NOR,Norway,2012,1050,,1037,
Chronic obstructive Pulmonary diseases,NOR,Norway,2013,1002,,1015,
Chronic obstructive Pulmonary diseases,NOR,Norway,2014,961,,999,
Chronic obstructive Pulmonary diseases,NOR,Norway,2015,1049,,1073,
Chronic obstructive Pulmonary diseases,NOR,Norway,2016,1097,,1054,
Diseases of the digestive system,NOR,Norway,2000,778,,642,
Diseases of the digestive system,NOR,Norway,2001,744,,626,
Diseases of the digestive system,NOR,Norway,2002,756,,608,
Diseases of the digestive system,NOR,Norway,2003,744,,560,
Diseases of the digestive system,NOR,Norway,2004,763,,628,
Diseases of the digestive system,NOR,Norway,2005,697,,537,
Diseases of the digestive system,NOR,Norway,2006,719,,553,
Diseases of the digestive system,NOR,Norway,2007,664,,566,
Diseases of the digestive system,NOR,Norway,2008,708,,578,
Diseases of the digestive system,NOR,Norway,2009,732,,560,
Diseases of the digestive system,NOR,Norway,2010,691,,571,
Diseases of the digestive system,NOR,Norway,2011,723,,559,
Diseases of the digestive system,NOR,Norway,2012,747,,571,
Diseases of the digestive system,NOR,Norway,2013,674,,531,
Diseases of the digestive system,NOR,Norway,2014,629,,581,
Diseases of the digestive system,NOR,Norway,2015,664,,607,
Diseases of the digestive system,NOR,Norway,2016,663,,596,
Chronic liver diseases and cirrhosis,NOR,Norway,2000,92,,140,
Chronic liver diseases and cirrhosis,NOR,Norway,2001,64,,130,
Chronic liver diseases and cirrhosis,NOR,Norway,2002,84,,148,
Chronic liver diseases and cirrhosis,NOR,Norway,2003,87,,137,
Chronic liver diseases and cirrhosis,NOR,Norway,2004,74,,182,
Chronic liver diseases and cirrhosis,NOR,Norway,2005,62,,107,
Chronic liver diseases and cirrhosis,NOR,Norway,2006,57,,115,
Chronic liver diseases and cirrhosis,NOR,Norway,2007,60,,137,
Chronic liver diseases and cirrhosis,NOR,Norway,2008,76,,128,
Chronic liver diseases and cirrhosis,NOR,Norway,2009,75,,113,
Chronic liver diseases and cirrhosis,NOR,Norway,2010,75,,132,
Chronic liver diseases and cirrhosis,NOR,Norway,2011,56,,133,
Chronic liver diseases and cirrhosis,NOR,Norway,2012,74,,114,
Chronic liver diseases and cirrhosis,NOR,Norway,2013,82,,129,
Chronic liver diseases and cirrhosis,NOR,Norway,2014,59,,108,
Chronic liver diseases and cirrhosis,NOR,Norway,2015,65,,130,
Chronic liver diseases and cirrhosis,NOR,Norway,2016,73,,131,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2000,55,,21,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2001,58,,22,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2002,57,,22,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2003,53,,24,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2004,42,,30,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2005,53,,21,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2006,53,,32,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2007,62,,21,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2008,54,,26,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2009,60,,32,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2010,52,,30,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2011,55,,40,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2012,72,,35,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2013,58,,45,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2014,81,,36,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2015,64,,38,
Diseases of the skin and subcutaneous tissue,NOR,Norway,2016,66,,48,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2000,174,,84,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2001,175,,79,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2002,206,,82,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2003,166,,85,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2004,169,,90,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2005,175,,77,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2006,169,,68,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2007,161,,57,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2008,187,,72,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2009,161,,79,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2010,170,,88,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2011,174,,95,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2012,157,,73,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2013,162,,89,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2014,162,,104,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2015,202,,112,
Diseases of the musculoskeletal system and connective tissue,NOR,Norway,2016,208,,90,
Diseases of the genitourinary system,NOR,Norway,2000,307,,314,
Diseases of the genitourinary system,NOR,Norway,2001,376,,299,
Diseases of the genitourinary system,NOR,Norway,2002,366,,322,
Diseases of the genitourinary system,NOR,Norway,2003,371,,339,
Diseases of the genitourinary system,NOR,Norway,2004,389,,350,
Diseases of the genitourinary system,NOR,Norway,2005,446,,413,
Diseases of the genitourinary system,NOR,Norway,2006,544,,397,
Diseases of the genitourinary system,NOR,Norway,2007,519,,506,
Diseases of the genitourinary system,NOR,Norway,2008,490,,423,
Diseases of the genitourinary system,NOR,Norway,2009,475,,458,
Diseases of the genitourinary system,NOR,Norway,2010,536,,440,
Diseases of the genitourinary system,NOR,Norway,2011,457,,403,
Diseases of the genitourinary system,NOR,Norway,2012,439,,406,
Diseases of the genitourinary system,NOR,Norway,2013,404,,383,
Diseases of the genitourinary system,NOR,Norway,2014,409,,399,
Diseases of the genitourinary system,NOR,Norway,2015,412,,385,
Diseases of the genitourinary system,NOR,Norway,2016,416,,380,
"Complications of pregnancy, childbirth and the puerperium",NOR,Norway,2000,2,,,
"Complications of pregnancy, childbirth and the puerperium",NOR,Norway,2001,3,,,
"Complications of pregnancy, childbirth and the puerperium",NOR,Norway,2002,2,,,
"Complications of pregnancy, childbirth and the puerperium",NOR,Norway,2003,7,,,
"Complications of pregnancy, childbirth and the puerperium",NOR,Norway,2005,2,,,
"Complications of pregnancy, childbirth and the puerperium",NOR,Norway,2006,5,,,
"Complications of pregnancy, childbirth and the puerperium",NOR,Norway,2007,4,,,
"Complications of pregnancy, childbirth and the puerperium",NOR,Norway,2008,3,,,
"Complications of pregnancy, childbirth and the puerperium",NOR,Norway,2009,1,,,
"Complications of pregnancy, childbirth and the puerperium",NOR,Norway,2010,3,,,
"Complications of pregnancy, childbirth and the puerperium",NOR,Norway,2011,3,,,
"Complications of pregnancy, childbirth and the puerperium",NOR,Norway,2013,2,,,
"Complications of pregnancy, childbirth and the puerperium",NOR,Norway,2014,2,,,
Certain conditions originating in the perinatal period,NOR,Norway,2000,42,,57,
Certain conditions originating in the perinatal period,NOR,Norway,2001,51,,57,
Certain conditions originating in the perinatal period,NOR,Norway,2002,49,,42,
Certain conditions originating in the perinatal period,NOR,Norway,2003,44,,69,
Certain conditions originating in the perinatal period,NOR,Norway,2004,38,,45,
Certain conditions originating in the perinatal period,NOR,Norway,2005,46,,50,
Certain conditions originating in the perinatal period,NOR,Norway,2006,48,,68,
Certain conditions originating in the perinatal period,NOR,Norway,2007,48,,50,
Certain conditions originating in the perinatal period,NOR,Norway,2008,36,,56,
Certain conditions originating in the perinatal period,NOR,Norway,2009,38,,65,
Certain conditions originating in the perinatal period,NOR,Norway,2010,35,,48,
Certain conditions originating in the perinatal period,NOR,Norway,2011,24,,49,
Certain conditions originating in the perinatal period,NOR,Norway,2012,31,,48,
Certain conditions originating in the perinatal period,NOR,Norway,2013,35,,44,
Certain conditions originating in the perinatal period,NOR,Norway,2014,40,,39,
Certain conditions originating in the perinatal period,NOR,Norway,2015,26,,41,
Certain conditions originating in the perinatal period,NOR,Norway,2016,24,,39,
Congenital malformations and chromosomal abnormalities,NOR,Norway,2000,64,,78,
Congenital malformations and chromosomal abnormalities,NOR,Norway,2001,62,,95,
Congenital malformations and chromosomal abnormalities,NOR,Norway,2002,68,,73,
Congenital malformations and chromosomal abnormalities,NOR,Norway,2003,70,,69,
Congenital malformations and chromosomal abnormalities,NOR,Norway,2004,77,,85,
Congenital malformations and chromosomal abnormalities,NOR,Norway,2005,57,,71,
Congenital malformations and chromosomal abnormalities,NOR,Norway,2006,54,,82,
Congenital malformations and chromosomal abnormalities,NOR,Norway,2007,69,,69,
